sample_id,r1,r2
ZJH_N01_2_2,/bulkpool/sequence_data/mss_data/ZJH_N1_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N1_2_2_R2.fastq.gz
ZJH_N01_2_3,/bulkpool/sequence_data/mss_data/ZJH_N1_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N1_2_3_R2.fastq.gz
ZJH_N01_2_4,/bulkpool/sequence_data/mss_data/ZJH_N1_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N1_2_4_R2.fastq.gz
ZJH_N02_1_2,/bulkpool/sequence_data/mss_data/ZJH_N2_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N2_1_2_R2.fastq.gz
ZJH_N02_1_3,/bulkpool/sequence_data/mss_data/ZJH_N2_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N2_1_3_R2.fastq.gz
ZJH_N02_1_4,/bulkpool/sequence_data/mss_data/ZJH_N2_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N2_1_4_R2.fastq.gz
ZJH_N02_2_2,/bulkpool/sequence_data/mss_data/ZJH_N2_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N2_2_2_R2.fastq.gz
ZJH_N02_2_3,/bulkpool/sequence_data/mss_data/ZJH_N2_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N2_2_3_R2.fastq.gz
ZJH_N02_2_4,/bulkpool/sequence_data/mss_data/ZJH_N2_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N2_2_4_R2.fastq.gz
ZJH_N03_1_2,/bulkpool/sequence_data/mss_data/ZJH_N3_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N3_1_2_R2.fastq.gz
ZJH_N03_1_3,/bulkpool/sequence_data/mss_data/ZJH_N3_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N3_1_3_R2.fastq.gz
ZJH_N03_2_2,/bulkpool/sequence_data/mss_data/ZJH_N3_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N3_2_2_R2.fastq.gz
ZJH_N03_2_4,/bulkpool/sequence_data/mss_data/ZJH_N3_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N3_2_4_R2.fastq.gz
ZJH_N04_1_2,/bulkpool/sequence_data/mss_data/ZJH_N4_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N4_1_2_R2.fastq.gz
ZJH_N04_1_3,/bulkpool/sequence_data/mss_data/ZJH_N4_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N4_1_3_R2.fastq.gz
ZJH_N04_1_4,/bulkpool/sequence_data/mss_data/ZJH_N4_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N4_1_4_R2.fastq.gz
ZJH_N04_2_2,/bulkpool/sequence_data/mss_data/ZJH_N4_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N4_2_2_R2.fastq.gz
ZJH_N04_2_3,/bulkpool/sequence_data/mss_data/ZJH_N4_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N4_2_3_R2.fastq.gz
ZJH_N04_2_4,/bulkpool/sequence_data/mss_data/ZJH_N4_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N4_2_4_R2.fastq.gz
ZJH_N05_1_2,/bulkpool/sequence_data/mss_data/ZJH_N5_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N5_1_2_R2.fastq.gz
ZJH_N05_1_4,/bulkpool/sequence_data/mss_data/ZJH_N5_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N5_1_4_R2.fastq.gz
ZJH_N05_2_2,/bulkpool/sequence_data/mss_data/ZJH_N5_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N5_2_2_R2.fastq.gz
ZJH_N05_2_3,/bulkpool/sequence_data/mss_data/ZJH_N5_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N5_2_3_R2.fastq.gz
ZJH_N05_2_4,/bulkpool/sequence_data/mss_data/ZJH_N5_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N5_2_4_R2.fastq.gz
ZJH_N06_1_2,/bulkpool/sequence_data/mss_data/ZJH_N6_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N6_1_2_R2.fastq.gz
ZJH_N06_1_3,/bulkpool/sequence_data/mss_data/ZJH_N6_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N6_1_3_R2.fastq.gz
ZJH_N06_1_4,/bulkpool/sequence_data/mss_data/ZJH_N6_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N6_1_4_R2.fastq.gz
ZJH_N06_2_2,/bulkpool/sequence_data/mss_data/ZJH_N6_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N6_2_2_R2.fastq.gz
ZJH_N06_2_3,/bulkpool/sequence_data/mss_data/ZJH_N6_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N6_2_3_R2.fastq.gz
ZJH_N06_2_4,/bulkpool/sequence_data/mss_data/ZJH_N6_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N6_2_4_R2.fastq.gz
ZJH_N07_1_2,/bulkpool/sequence_data/mss_data/ZJH_N7_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N7_1_2_R2.fastq.gz
ZJH_N07_1_3,/bulkpool/sequence_data/mss_data/ZJH_N7_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N7_1_3_R2.fastq.gz
ZJH_N07_1_4,/bulkpool/sequence_data/mss_data/ZJH_N7_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N7_1_4_R2.fastq.gz
ZJH_N07_2_3,/bulkpool/sequence_data/mss_data/ZJH_N7_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N7_2_3_R2.fastq.gz
ZJH_N07_2_4,/bulkpool/sequence_data/mss_data/ZJH_N7_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N7_2_4_R2.fastq.gz
ZJH_N08_1_2,/bulkpool/sequence_data/mss_data/ZJH_N8_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N8_1_2_R2.fastq.gz
ZJH_N08_1_3,/bulkpool/sequence_data/mss_data/ZJH_N8_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N8_1_3_R2.fastq.gz
ZJH_N08_1_4,/bulkpool/sequence_data/mss_data/ZJH_N8_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N8_1_4_R2.fastq.gz
ZJH_N08_2_2,/bulkpool/sequence_data/mss_data/ZJH_N8_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N8_2_2_R2.fastq.gz
ZJH_N08_2_3,/bulkpool/sequence_data/mss_data/ZJH_N8_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N8_2_3_R2.fastq.gz
ZJH_N08_2_4,/bulkpool/sequence_data/mss_data/ZJH_N8_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N8_2_4_R2.fastq.gz
ZJH_N09_1_2,/bulkpool/sequence_data/mss_data/ZJH_N9_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N9_1_2_R2.fastq.gz
ZJH_N09_1_3,/bulkpool/sequence_data/mss_data/ZJH_N9_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N9_1_3_R2.fastq.gz
ZJH_N09_2_2,/bulkpool/sequence_data/mss_data/ZJH_N9_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N9_2_2_R2.fastq.gz
ZJH_N09_2_4,/bulkpool/sequence_data/mss_data/ZJH_N9_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N9_2_4_R2.fastq.gz
ZJH_N10_1_2,/bulkpool/sequence_data/mss_data/ZJH_N10_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N10_1_2_R2.fastq.gz
ZJH_N10_1_4,/bulkpool/sequence_data/mss_data/ZJH_N10_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N10_1_4_R2.fastq.gz
ZJH_N10_2_2,/bulkpool/sequence_data/mss_data/ZJH_N10_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N10_2_2_R2.fastq.gz
ZJH_N10_2_3,/bulkpool/sequence_data/mss_data/ZJH_N10_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N10_2_3_R2.fastq.gz
ZJH_N10_2_4,/bulkpool/sequence_data/mss_data/ZJH_N10_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N10_2_4_R2.fastq.gz
ZJH_N11_1_2,/bulkpool/sequence_data/mss_data/ZJH_N11_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N11_1_2_R2.fastq.gz
ZJH_N11_1_3,/bulkpool/sequence_data/mss_data/ZJH_N11_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N11_1_3_R2.fastq.gz
ZJH_N11_1_4,/bulkpool/sequence_data/mss_data/ZJH_N11_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N11_1_4_R2.fastq.gz
ZJH_N11_2_2,/bulkpool/sequence_data/mss_data/ZJH_N11_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N11_2_2_R2.fastq.gz
ZJH_N11_2_3,/bulkpool/sequence_data/mss_data/ZJH_N11_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N11_2_3_R2.fastq.gz
ZJH_N11_2_4,/bulkpool/sequence_data/mss_data/ZJH_N11_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N11_2_4_R2.fastq.gz
ZJH_N12_1_2,/bulkpool/sequence_data/mss_data/ZJH_N12_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N12_1_2_R2.fastq.gz
ZJH_N12_1_3,/bulkpool/sequence_data/mss_data/ZJH_N12_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N12_1_3_R2.fastq.gz
ZJH_N12_1_4,/bulkpool/sequence_data/mss_data/ZJH_N12_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N12_1_4_R2.fastq.gz
ZJH_N12_2_2,/bulkpool/sequence_data/mss_data/ZJH_N12_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N12_2_2_R2.fastq.gz
ZJH_N12_2_4,/bulkpool/sequence_data/mss_data/ZJH_N12_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N12_2_4_R2.fastq.gz
ZJH_N13_1_2,/bulkpool/sequence_data/mss_data/ZJH_N13_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N13_1_2_R2.fastq.gz
ZJH_N13_1_3,/bulkpool/sequence_data/mss_data/ZJH_N13_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N13_1_3_R2.fastq.gz
ZJH_N13_1_4,/bulkpool/sequence_data/mss_data/ZJH_N13_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N13_1_4_R2.fastq.gz
ZJH_N13_2_2,/bulkpool/sequence_data/mss_data/ZJH_N13_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N13_2_2_R2.fastq.gz
ZJH_N13_2_3,/bulkpool/sequence_data/mss_data/ZJH_N13_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N13_2_3_R2.fastq.gz
ZJH_N13_2_4,/bulkpool/sequence_data/mss_data/ZJH_N13_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N13_2_4_R2.fastq.gz
ZJH_N14_1_2,/bulkpool/sequence_data/mss_data/ZJH_N14_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N14_1_2_R2.fastq.gz
ZJH_N14_1_3,/bulkpool/sequence_data/mss_data/ZJH_N14_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N14_1_3_R2.fastq.gz
ZJH_N14_1_4,/bulkpool/sequence_data/mss_data/ZJH_N14_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N14_1_4_R2.fastq.gz
ZJH_N14_2_2,/bulkpool/sequence_data/mss_data/ZJH_N14_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N14_2_2_R2.fastq.gz
ZJH_N14_2_3,/bulkpool/sequence_data/mss_data/ZJH_N14_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N14_2_3_R2.fastq.gz
ZJH_N14_2_4,/bulkpool/sequence_data/mss_data/ZJH_N14_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N14_2_4_R2.fastq.gz
ZJH_N15_1_2,/bulkpool/sequence_data/mss_data/ZJH_N15_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N15_1_2_R2.fastq.gz
ZJH_N15_1_4,/bulkpool/sequence_data/mss_data/ZJH_N15_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N15_1_4_R2.fastq.gz
ZJH_N16_1_2,/bulkpool/sequence_data/mss_data/ZJH_N16_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N16_1_2_R2.fastq.gz
ZJH_N16_1_3,/bulkpool/sequence_data/mss_data/ZJH_N16_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N16_1_3_R2.fastq.gz
ZJH_N16_2_2,/bulkpool/sequence_data/mss_data/ZJH_N16_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N16_2_2_R2.fastq.gz
ZJH_N16_2_3,/bulkpool/sequence_data/mss_data/ZJH_N16_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N16_2_3_R2.fastq.gz
ZJH_N16_2_4,/bulkpool/sequence_data/mss_data/ZJH_N16_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N16_2_4_R2.fastq.gz
ZJH_N17_1_2,/bulkpool/sequence_data/mss_data/ZJH_N17_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N17_1_2_R2.fastq.gz
ZJH_N17_1_3,/bulkpool/sequence_data/mss_data/ZJH_N17_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N17_1_3_R2.fastq.gz
ZJH_N17_1_4,/bulkpool/sequence_data/mss_data/ZJH_N17_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N17_1_4_R2.fastq.gz
ZJH_N17_2_2,/bulkpool/sequence_data/mss_data/ZJH_N17_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N17_2_2_R2.fastq.gz
ZJH_N17_2_3,/bulkpool/sequence_data/mss_data/ZJH_N17_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N17_2_3_R2.fastq.gz
ZJH_N17_2_4,/bulkpool/sequence_data/mss_data/ZJH_N17_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N17_2_4_R2.fastq.gz
ZJH_N18_1_2,/bulkpool/sequence_data/mss_data/ZJH_N18_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N18_1_2_R2.fastq.gz
ZJH_N18_1_3,/bulkpool/sequence_data/mss_data/ZJH_N18_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N18_1_3_R2.fastq.gz
ZJH_N18_1_4,/bulkpool/sequence_data/mss_data/ZJH_N18_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N18_1_4_R2.fastq.gz
ZJH_N18_2_2,/bulkpool/sequence_data/mss_data/ZJH_N18_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N18_2_2_R2.fastq.gz
ZJH_N18_2_3,/bulkpool/sequence_data/mss_data/ZJH_N18_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N18_2_3_R2.fastq.gz
ZJH_N18_2_4,/bulkpool/sequence_data/mss_data/ZJH_N18_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N18_2_4_R2.fastq.gz
ZJH_N19_1_2,/bulkpool/sequence_data/mss_data/ZJH_N19_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N19_1_2_R2.fastq.gz
ZJH_N19_1_3,/bulkpool/sequence_data/mss_data/ZJH_N19_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N19_1_3_R2.fastq.gz
ZJH_N19_1_4,/bulkpool/sequence_data/mss_data/ZJH_N19_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N19_1_4_R2.fastq.gz
ZJH_N19_2_2,/bulkpool/sequence_data/mss_data/ZJH_N19_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N19_2_2_R2.fastq.gz
ZJH_N19_2_4,/bulkpool/sequence_data/mss_data/ZJH_N19_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N19_2_4_R2.fastq.gz
ZJH_N20_1_3,/bulkpool/sequence_data/mss_data/ZJH_N20_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N20_1_3_R2.fastq.gz
ZJH_N20_1_4,/bulkpool/sequence_data/mss_data/ZJH_N20_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N20_1_4_R2.fastq.gz
ZJH_N20_2_2,/bulkpool/sequence_data/mss_data/ZJH_N20_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N20_2_2_R2.fastq.gz
ZJH_N20_2_3,/bulkpool/sequence_data/mss_data/ZJH_N20_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N20_2_3_R2.fastq.gz
ZJH_N20_2_4,/bulkpool/sequence_data/mss_data/ZJH_N20_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N20_2_4_R2.fastq.gz
ZJH_N21_1_2,/bulkpool/sequence_data/mss_data/ZJH_N21_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N21_1_2_R2.fastq.gz
ZJH_N21_1_4,/bulkpool/sequence_data/mss_data/ZJH_N21_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N21_1_4_R2.fastq.gz
ZJH_N21_2_2,/bulkpool/sequence_data/mss_data/ZJH_N21_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N21_2_2_R2.fastq.gz
ZJH_N21_2_4,/bulkpool/sequence_data/mss_data/ZJH_N21_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N21_2_4_R2.fastq.gz
ZJH_N22_1_3,/bulkpool/sequence_data/mss_data/ZJH_N22_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N22_1_3_R2.fastq.gz
ZJH_N22_1_4,/bulkpool/sequence_data/mss_data/ZJH_N22_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N22_1_4_R2.fastq.gz
ZJH_N22_2_2,/bulkpool/sequence_data/mss_data/ZJH_N22_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N22_2_2_R2.fastq.gz
ZJH_N22_2_3,/bulkpool/sequence_data/mss_data/ZJH_N22_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N22_2_3_R2.fastq.gz
ZJH_N22_2_4,/bulkpool/sequence_data/mss_data/ZJH_N22_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N22_2_4_R2.fastq.gz
ZJH_N23_1_2,/bulkpool/sequence_data/mss_data/ZJH_N23_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N23_1_2_R2.fastq.gz
ZJH_N23_1_3,/bulkpool/sequence_data/mss_data/ZJH_N23_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N23_1_3_R2.fastq.gz
ZJH_N23_1_4,/bulkpool/sequence_data/mss_data/ZJH_N23_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N23_1_4_R2.fastq.gz
ZJH_N23_2_2,/bulkpool/sequence_data/mss_data/ZJH_N23_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N23_2_2_R2.fastq.gz
ZJH_N23_2_3,/bulkpool/sequence_data/mss_data/ZJH_N23_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N23_2_3_R2.fastq.gz
ZJH_N23_2_4,/bulkpool/sequence_data/mss_data/ZJH_N23_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N23_2_4_R2.fastq.gz
ZJH_N24_1_2,/bulkpool/sequence_data/mss_data/ZJH_N24_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N24_1_2_R2.fastq.gz
ZJH_N24_1_3,/bulkpool/sequence_data/mss_data/ZJH_N24_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N24_1_3_R2.fastq.gz
ZJH_N24_1_4,/bulkpool/sequence_data/mss_data/ZJH_N24_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N24_1_4_R2.fastq.gz
ZJH_N24_2_2,/bulkpool/sequence_data/mss_data/ZJH_N24_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N24_2_2_R2.fastq.gz
ZJH_N24_2_3,/bulkpool/sequence_data/mss_data/ZJH_N24_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N24_2_3_R2.fastq.gz
ZJH_N24_2_4,/bulkpool/sequence_data/mss_data/ZJH_N24_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N24_2_4_R2.fastq.gz
ZJH_N25_1_2,/bulkpool/sequence_data/mss_data/ZJH_N25_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N25_1_2_R2.fastq.gz
ZJH_N25_1_3,/bulkpool/sequence_data/mss_data/ZJH_N25_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N25_1_3_R2.fastq.gz
ZJH_N25_1_4,/bulkpool/sequence_data/mss_data/ZJH_N25_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N25_1_4_R2.fastq.gz
ZJH_N25_2_2,/bulkpool/sequence_data/mss_data/ZJH_N25_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N25_2_2_R2.fastq.gz
ZJH_N25_2_4,/bulkpool/sequence_data/mss_data/ZJH_N25_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N25_2_4_R2.fastq.gz
ZJH_N26_1_2,/bulkpool/sequence_data/mss_data/ZJH_N26_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N26_1_2_R2.fastq.gz
ZJH_N26_1_4,/bulkpool/sequence_data/mss_data/ZJH_N26_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N26_1_4_R2.fastq.gz
ZJH_N26_2_2,/bulkpool/sequence_data/mss_data/ZJH_N26_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N26_2_2_R2.fastq.gz
ZJH_N26_2_4,/bulkpool/sequence_data/mss_data/ZJH_N26_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N26_2_4_R2.fastq.gz
ZJH_N27_1_4,/bulkpool/sequence_data/mss_data/ZJH_N27_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N27_1_4_R2.fastq.gz
ZJH_N27_2_2,/bulkpool/sequence_data/mss_data/ZJH_N27_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N27_2_2_R2.fastq.gz
ZJH_N27_2_3,/bulkpool/sequence_data/mss_data/ZJH_N27_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N27_2_3_R2.fastq.gz
ZJH_N27_2_4,/bulkpool/sequence_data/mss_data/ZJH_N27_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N27_2_4_R2.fastq.gz
ZJH_N28_1_2,/bulkpool/sequence_data/mss_data/ZJH_N28_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N28_1_2_R2.fastq.gz
ZJH_N28_1_4,/bulkpool/sequence_data/mss_data/ZJH_N28_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N28_1_4_R2.fastq.gz
ZJH_N28_2_2,/bulkpool/sequence_data/mss_data/ZJH_N28_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N28_2_2_R2.fastq.gz
ZJH_N28_2_3,/bulkpool/sequence_data/mss_data/ZJH_N28_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N28_2_3_R2.fastq.gz
ZJH_N28_2_4,/bulkpool/sequence_data/mss_data/ZJH_N28_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N28_2_4_R2.fastq.gz
ZJH_N29_1_2,/bulkpool/sequence_data/mss_data/ZJH_N29_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N29_1_2_R2.fastq.gz
ZJH_N29_1_4,/bulkpool/sequence_data/mss_data/ZJH_N29_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N29_1_4_R2.fastq.gz
ZJH_N30_1_3,/bulkpool/sequence_data/mss_data/ZJH_N30_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N30_1_3_R2.fastq.gz
ZJH_N30_1_4,/bulkpool/sequence_data/mss_data/ZJH_N30_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N30_1_4_R2.fastq.gz
ZJH_N30_2_3,/bulkpool/sequence_data/mss_data/ZJH_N30_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N30_2_3_R2.fastq.gz
ZJH_N30_2_4,/bulkpool/sequence_data/mss_data/ZJH_N30_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N30_2_4_R2.fastq.gz
ZJH_N31_1_2,/bulkpool/sequence_data/mss_data/ZJH_N31_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N31_1_2_R2.fastq.gz
ZJH_N31_1_4,/bulkpool/sequence_data/mss_data/ZJH_N31_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N31_1_4_R2.fastq.gz
ZJH_N31_2_2,/bulkpool/sequence_data/mss_data/ZJH_N31_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N31_2_2_R2.fastq.gz
ZJH_N31_2_3,/bulkpool/sequence_data/mss_data/ZJH_N31_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N31_2_3_R2.fastq.gz
ZJH_N31_2_4,/bulkpool/sequence_data/mss_data/ZJH_N31_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N31_2_4_R2.fastq.gz
